,lemma,main form,text,ent,count_terms,chi2
802,sam altman,sam altman,Sam Altman,,8,74.89690561554069
803,réseau antagoniste,réseau antagoniste,réseau antagoniste | réseaux antagonistes,,8,62.339333733622546
804,smart city,smart city,smart city | Smart city,,8,95.32333441977906
805,up britannique,up britannique,up britannique,,8,61.27928641271511
806,image vidéo,image vidéo,images vidéo | image vidéo | images vidéos,,8,55.412741096553376
807,nouveau marché,nouveaux marchés,nouveaux marchés | Nouveaux marchés,,8,61.27928641271511
808,grandeur nature,grandeur nature,grandeur nature,,8,61.27928641271511
809,député cédric,député cédric,député Cédric,,8,54.47047681130232
810,dernier innovation,dernière innovation,dernière innovation | dernières innovations | Dernière innovation,,8,54.47047681130232
811,université carnegie,université carnegie,université Carnegie | Université Carnegie,,8,54.47047681130232
812,emploi existant,emplois existant,emplois existants | emplois existant,,8,54.47047681130232
813,antagoniste génératif,antagoniste génératif,antagoniste génératif | antagonistes génératifs,,8,62.339333733622546
814,grand question,grande question,grande question | grandes questions,,8,61.27928641271511
815,appareil mobile,appareil mobile,appareils mobiles | appareil mobile,,8,54.47047681130232
816,outil logiciel,outil logiciel,outils logiciels | outil logiciel,,8,74.89690561554069
817,progrès scientifique,progrès scientifique,progrès scientifiques | progrès scientifique,,8,55.41274109655338
818,big data,big data,big data | Big Data,,8,54.47047681130232
819,big bang,big bang,Big Bang | big bang,,8,62.33933373362255
820,interaction homme-machin,interaction homme-machine,interaction homme-machine | interactions homme-machine,,8,55.412741096553376
821,site américain,site américain,site américain,,8,54.47047681130232
822,marque blanc,marque blanche,marque blanche,,8,54.47047681130232
823,autonome capable,autonome capable,autonomes capables | autonome capable,,8,54.47047681130232
824,synthèse vocal,synthèse vocale,synthèse vocales | synthèse vocale | Synthèse vocale,,8,62.33933373362255
825,marketing digital,marketing digital,marketing digital,,8,74.89690561554069
826,outil digital,outil digital,outils digitaux | outil digital,,8,54.47047681130232
827,goldman sachs,goldman sachs,Goldman Sachs,,8,81.70571521695348
828,ville intelligent,ville intelligente,Ville intelligente | ville intelligente | villes intelligentes | Villes intelligentes,,8,61.27928641271511
829,société numérique,société numérique,société numérique,,8,61.27928641271511
830,impact positif,impact positif,impact positif | IMPACT POSITIF | impacts positifs,,8,62.339333733622546
831,nouveau cas,nouveaux cas,nouveaux cas,,8,61.27928641271511
832,client potentiel,client potentiel,clients potentiels | client potentiel,,8,54.47047681130232
833,bon choix,bon choix,bon choix | bons choix,,8,54.47047681130232
834,sundar pichai,sundar pichai,Sundar Pichai,,8,88.51452481836627
835,étude supérieur,études supérieures,études supérieures,,8,68.0880960141279
836,grand société,grande société,grandes sociétés | grande société,,8,55.412741096553376
837,droit français,droit français,droit français,,8,54.47047681130232
838,vrai question,vraie question,vraie question | vraies questions,,8,61.27928641271511
839,plateforme saas,plateforme saas,plateforme SaaS | plateforme Saas | plateformes SaaS,,8,54.47047681130232
840,nouveau mission,nouvelle mission,nouvelle mission | nouvelles missions,,8,54.47047681130232
841,progrès fulgurant,progrès fulgurants,progrès fulgurants,,8,68.0880960141279
842,désert médical,déserts médicaux,déserts médicaux,,8,61.27928641271511
843,modèle informatique,modèle informatique,modèle informatique | modèles informatiques,,8,68.0880960141279
844,françois hollande,françois hollande,François Hollande,,8,61.27928641271511
845,géant technologique,géant technologique,géant technologique | géants technologiques,,8,61.27928641271511
846,agent intelligent,agent intelligent,agents intelligents | agent intelligent,,8,55.412741096553376
847,plein expansion,pleine expansion,pleine expansion,,8,54.47047681130232
848,propos raciste,propos racistes,propos racistes,,8,61.27928641271511
849,air france,air france,AIR France | AIR FRANCE | Air France,,8,61.27928641271511
850,george orwell,george orwell,George Orwell,,8,54.47047681130232
851,projet innovant,projet innovant,projets innovants | projet innovant,,8,54.47047681130232
852,jeune entrepreneur,jeune entrepreneur,jeune entrepreneur | jeunes entrepreneurs,,8,54.47047681130232
853,avril dernier,avril dernier,avril dernier,,8,54.47047681130232
854,fin avril,fin avril,Fin avril | fin avril,,8,54.47047681130232
855,yuval noah,yuval noah,Yuval Noah,,8,68.0880960141279
856,grand principe,grand principe,grands principes | grand principe,,8,61.27928641271511
857,donnée réel,données réelle,données réelles | données réelle,,8,54.47047681130232
858,fin octobre,fin octobre,fin octobre | Fin octobre,,8,54.47047681130232
859,france stratégie,france stratégie,France Stratégie | France stratégie,,8,62.33933373362255
860,compétence nécessaire,compétences nécessaires,compétences nécessaires,,8,54.47047681130232
861,létal autonome,létales autonomes,létales autonomes,,8,74.89690561554069
862,niveau international,niveau international,niveau international,,8,54.47047681130232
863,conseiller virtuel,conseiller virtuel,conseillers virtuels | conseiller virtuel | conseillère virtuelle,,8,70.60124029693695
864,nouveau possibilité,nouvelle possibilité,nouvelles possibilités | nouvelle possibilité,,8,54.47047681130232
865,enjeu important,enjeu important,enjeu important | enjeux importants,,8,54.47047681130232
866,solution numérique,solution numérique,solution numérique | solutions numériques,,8,54.47047681130232
867,connexion internet,connexion internet,connexion Internet | connexion internet,,8,54.47047681130232
868,rôle important,rôle important,rôle important,,8,54.47047681130232
869,donnée externe,données externes,données externes,,8,54.47047681130232
870,donnée privé,données privées,données privées,,8,54.47047681130232
871,information nécessaire,information nécessaire,informations nécessaires | information nécessaire,,8,54.47047681130232
872,haut performance,haute performance,haute performance | hautes performance | hautes performances,,8,54.47047681130232
873,stratégie national,stratégie nationale,stratégie nationale,,8,54.47047681130232
874,meilleur solution,meilleure solution,meilleure solution | meilleurs solutions,,8,54.47047681130232
875,avantage compétitif,avantage compétitif,avantage compétitif,,8,54.47047681130232
876,voie public,voie publique,voie publique | voies publiques,,8,103.89888955603762
877,industrie automobile,industrie automobile,industrie automobile | industries automobiles,,8,54.47047681130232
878,ecole polytechnique,ecole polytechnique,Ecole polytechnique | Ecole Polytechnique,,8,61.27928641271511
879,nouveau enjeu,nouveaux enjeux,nouveaux enjeux,,8,61.27928641271511
880,engagement client,engagement client,engagement client,,8,88.51452481836627
881,compte bancaire,compte bancaire,comptes bancaires | compte bancaire,,8,61.27928641271511
882,réglementation européen,réglementation européenne,réglementation européenne | réglementation européennes | réglementations européenne,,8,54.47047681130232
883,transition énergétique,transition énergétique,transition énergétique,,8,68.0880960141279
884,année précédent,année précédente,année précédente | années précédentes,,8,54.47047681130232
885,midi libre,midi libre,Midi Libre,,8,61.27928641271511
886,second lieu,second lieu,second lieu,,8,54.47047681130232
887,étape important,étape importante,étape importante | étapes importantes,,8,54.47047681130232
888,danger potentiel,dangers potentiels,dangers potentiels,,8,61.27928641271511
889,donnée informatique,données informatiques,données informatiques,,8,54.47047681130232
890,morgane tual,morgane tual,Morgane Tual,,8,54.47047681130232
891,menace terroriste,menace terroriste,menace terroriste | menaces terroristes,,8,62.339333733622546
892,photo numérique,photo numérique,photos numériques | photo numériques | photo numérique,,8,54.47047681130232
893,brique technologique,brique technologique,briques technologiques | brique technologique,,8,54.47047681130232
894,gouvernement français,gouvernement français,gouvernement français,,8,54.47047681130232
895,voix humain,voix humaine,voix humaine | voix humaines,,8,74.89690561554069
896,avancée majeur,avancée majeure,avancée majeure | avancées majeures,,8,54.47047681130232
897,peigne fin,peigne fin,peigne fin,,7,48.486148459484205
898,décideur politique,décideurs politiques,décideurs politiques,,7,62.33933373362255
899,université catholique,université catholique,Université catholique | université catholique,,7,55.412741096553376
900,intelligence émotionnel,intelligence émotionnelle,intelligence émotionnelle,,7,55.412741096553376
901,temps moderne,temps modernes,temps modernes,,7,48.486148459484205
902,américain google,américain google,américain Google,,7,48.486148459484205
903,expérience humain,expérience humaine,expérience humaine,,7,48.486148459484205
904,serial entrepreneur,serial entrepreneur,serial entrepreneur,,7,48.486148459484205
905,joueur mondial,joueur mondial,joueurs mondiaux | joueur mondial,,7,69.26592637069173
906,patient diabétique,patient diabétique,patients diabétiques | patient diabétique,,7,55.41274109655338
907,vieux continent,vieux continent,Vieux Continent | VIEUX CONTINENT,,7,48.486148459484205
908,immense majorité,immense majorité,immense majorité,,7,48.486148459484205
909,meilleur performance,meilleure performance,meilleure performance | meilleures performances,,7,48.486148459484205
910,assistance public,assistance publique,Assistance publique | Assistance Publique,,7,48.486148459484205
911,monde virtuel,monde virtuel,monde virtuel | monde virtuelles | mondes virtuels,,7,49.42086820785587
912,joueur humain,joueur humain,joueurs humains | joueur humain,,7,48.486148459484205
913,temps fou,temps fou,temps fou,,7,48.486148459484205
914,conseiller bancaire,conseiller bancaire,conseiller bancaire | conseillers bancaires,,7,48.486148459484205
915,plein croissance,pleine croissance,pleine croissance,,7,48.486148459484205
916,long période,longue période,longue période | longues périodes,,7,48.486148459484205
917,machine pensant,machines pensantes,machines pensantes,,7,55.412741096553376
918,blade runner,blade runner,Blade Runner,,7,62.339333733622546
919,fin mai,fin mai,fin mai | Fin mai,,7,48.486148459484205
920,virtuel intelligent,virtuel intelligent,virtuels intelligents | virtuel intelligent,,7,48.486148459484205
921,univers numérique,univers numérique,univers numérique,,7,48.486148459484205
922,drone autonome,drone autonome,drones autonomes | drone autonome,,7,55.412741096553376
923,population actif,population active,population active,,7,69.26592637069173
924,développeur informatique,développeur informatique,développeur informatique | développeurs informatiques,,7,48.486148459484205
925,réel grâce,réel grâce,réel grâce,,7,48.486148459484205
926,serge abiteboul,serge abiteboul,Serge Abiteboul,,7,62.33933373362255
927,génome humain,génome humain,génome humain | Génome humain,,7,56.480992237549565
928,société britannique,société britannique,société britannique,,7,48.486148459484205
929,sorbonne université,sorbonne université,Sorbonne Université | Sorbonne Universités,,7,48.486148459484205
930,coup sûr,coup sûr,coup sûr,,7,48.486148459484205
931,lien direct,lien direct,lien direct | Lien direct,,7,48.486148459484205
932,business model,business model,business model,,7,55.412741096553376
933,projet maven,projet maven,projet Maven | Projet Maven,,7,84.72148835632434
934,secret industriel,secret industriel,secrets industriels | secret industriel | Secret industriel,,7,49.42086820785587
935,opérateur téléphonique,opérateur téléphonique,opérateurs téléphoniques | Opérateur téléphonique | opérateur téléphonique,,7,55.412741096553376
936,comportement suspect,comportement suspect,comportements suspects | comportement suspect,,7,55.412741096553376
937,but ultime,but ultime,but ultime,,7,48.486148459484205
938,bloc opératoire,bloc opératoire,blocs opératoires | bloc opératoire,,7,63.54111626724326
939,service personnaliser,service personnalisé,service personnalisé | services personnalisés,,7,48.486148459484205
940,trafic routier,trafic routier,trafic routier,,7,48.486148459484205
941,antécédent médical,antécédents médicaux,antécédents médicaux,,7,48.486148459484205
942,plateforme cloud,plateforme cloud,plateforme cloud | plateforme Cloud,,7,62.33933373362255
943,application industriel,applications industrielles,applications industrielles,,7,48.486148459484205
944,premier utilisateur,premiers utilisateurs,premiers utilisateurs | premiers utilisatrices,,7,55.412741096553376
945,objectif ambitieux,objectif ambitieux,objectifs ambitieux | objectif ambitieux,,7,48.486148459484205
946,filiale français,filiale française,filiale française,,7,48.486148459484205
947,science po,science po,Sciences Po | Science Po | Science po,,7,48.486148459484205
948,nouveau défi,nouveaux défis,nouveaux défis,,7,55.412741096553376
949,empreinte carbone,empreinte carbone,empreinte carbone,,7,55.412741096553376
950,information essentiel,information essentielle,informations essentielles | information essentielle,,7,49.42086820785587
951,auteur principal,auteur principal,auteur principal,,7,48.486148459484205
952,puissance informatique,puissance informatique,puissance informatique | Puissance informatique,,7,49.42086820785587
953,situation réel,situation réelle,situation réelle | situations réelles,,7,55.412741096553376
954,cas concret,cas concret,cas concret | cas concrets,,7,55.412741096553376
955,attention particulier,attention particulière,attention particulière,,7,62.33933373362255
956,langage informatique,langage informatique,langage informatique | langages informatiques,,7,56.480992237549565
957,enjeu crucial,enjeu crucial,enjeux cruciaux | enjeu crucial,,7,48.486148459484205
958,dernier ouvrage,dernier ouvrage,dernier ouvrage,,7,62.339333733622546
959,noam chomsky,noam chomsky,Noam Chomsky,,7,48.486148459484205
960,pascal picq,pascal picq,Pascal Picq,,7,48.486148459484205
961,langage corporel,langage corporel,langage corporel,,7,48.486148459484205
962,humain face,humain face,humaines face | humaine face | humain face,,7,48.486148459484205
963,croissance exponentiel,croissance exponentielle,croissance exponentielle,,7,48.486148459484205
964,noah harari,noah harari,Noah Harari,,7,62.33933373362255
965,nouveau horizon,nouveaux horizons,nouveaux horizons | nouvel horizon,,7,48.486148459484205
966,champion européen,champion européen,champions européens | champion européen,,7,55.412741096553376
967,humain grâce,humain grâce,humains grâce | humain grâce | humaines grâce | humaine grâce,,7,48.486148459484205
968,croissance économique,croissance économique,CROISSANCE ÉCONOMIQUE | croissance économique,,7,55.412741096553376
969,début juin,début juin,début juin,,7,48.486148459484205
970,grand puissance,grande puissance,grande puissance | grandes puissances,,7,48.486148459484205
971,rôle crucial,rôle crucial,rôle crucial,,7,55.412741096553376
972,assurance maladie,assurance maladie,Assurance Maladie | Assurance maladie | assurance maladie,,7,48.486148459484205
973,big brother,big brother,Big Brother | big brother,,7,55.412741096553376
974,population français,population française,population française,,7,48.486148459484205
975,conseil municipal,conseil municipal,conseil municipal | conseils municipaux | Conseil municipal,,7,56.480992237549565
976,singularité technologique,singularité technologique,singularité technologique | Singularité technologique,,7,63.54111626724326
977,florence parly,florence parly,Florence Parly,,7,110.82548219310678
978,prouesse technologique,prouesse technologique,prouesses technologiques | prouesse technologique,,7,48.486148459484205
979,mutation génétique,mutation génétique,mutations génétiques | mutation génétique,,7,55.412741096553376
980,nouveau loi,nouvelle loi,nouvelle loi,,7,55.412741096553376
981,information précieux,information précieuse,information précieuse | informations précieuses | informations précieuse,,7,48.486148459484205
982,projet ambitieux,projet ambitieux,projet ambitieux | projets ambitieux,,7,48.486148459484205
983,industrie pharmaceutique,industrie pharmaceutique,industrie pharmaceutique,,7,48.486148459484205
984,interaction social,interactions sociales,interactions sociales,,7,48.486148459484205
985,nouveau eldorado,nouvel eldorado,nouvel eldorado,,7,48.486148459484205
986,temps considérable,temps considérable,temps considérable,,7,48.486148459484205
987,mauvais qualité,mauvaise qualité,mauvaise qualité,,7,69.26592637069173
988,plan stratégique,plan stratégique,plan stratégique | plans stratégiques,,7,55.412741096553376
989,débat actuel,débat actuel,débat actuel | débats actuels,,7,48.486148459484205
990,niveau national,niveau national,niveau national,,7,48.486148459484205
991,haut voix,haute voix,haute voix,,7,48.486148459484205
992,algorithme local,algorithmes locaux,algorithmes locaux,,7,62.33933373362255
993,nouveau arme,nouvelle arme,nouvelle arme | nouvelles armes,,7,48.486148459484205
994,produit chimique,produits chimique,produits chimiques | produits chimique,,7,48.486148459484205
995,bras robotique,bras robotique,bras robotique | bras robotiques,,7,62.33933373362255
996,up bordelais,up bordelaise,up bordelaise,,7,62.33933373362255
997,haute autorité,haute autorité,Haute Autorité | Haute autorité,,7,48.486148459484205
998,grand firme,grandes firmes,grandes firmes,,7,48.486148459484205
999,région nouveau,région nouvelle,Région Nouvelle | région Nouvelle,,7,48.486148459484205
1000,carnegie mellon,carnegie mellon,Carnegie Mellon,,7,62.33933373362255
1001,système algorithmique,systèmes algorithmiques,systèmes algorithmiques,,7,69.26592637069173
1002,feu vert,feu vert,feu vert,,7,62.33933373362255
1003,santé numérique,santé numérique,santé numérique | santé numériques,,7,48.486148459484205
1004,prévision météo,prévisions météo,prévisions météo,,7,76.19251900776091
1005,nouveau société,nouvelle société,nouvelle société | nouvelles sociétés,,7,48.486148459484205
1006,utilisation croissant,utilisation croissante,utilisation croissante,,7,48.486148459484205
1007,organisation international,organisation internationale,Organisation internationale | organisations internationales | Organisation Internationale,,7,49.42086820785587
1008,campagne publicitaire,campagne publicitaire,campagnes publicitaires | campagne publicitaire,,7,48.486148459484205
1009,bon niveau,bon niveau,bon niveau,,7,55.41274109655338
1010,campagne électoral,campagne électorale,campagnes électorales | campagne électorale,,7,48.486148459484205
1011,évolution biologique,évolution biologique,évolution biologique,,7,48.486148459484205
1012,caméra industriel,caméra industrielle,caméra industrielle | caméras industrielles,,7,84.72148835632434
1013,réel valeur,réelle valeur,réelle valeur,,7,55.41274109655338
1014,personne handicapé,personnes handicapées,personnes handicapées,,7,55.412741096553376
1015,responsable politique,responsables politiques,responsables politiques,,7,48.486148459484205
1016,bon lecture,bonne lecture,Bonne lecture,,7,48.486148459484205
1017,recommandation personnaliser,recommandation personnalisée,recommandations personnalisées | recommandation personnalisée,,7,69.26592637069173
1018,manière aléatoire,manière aléatoire,manière aléatoire,,7,48.486148459484205
1019,vie social,vie sociale,vie sociale,,7,62.33933373362255
1020,entreprise innovant,entreprise innovante,entreprises innovantes | Entreprise Innovante,,7,48.486148459484205
1021,firme américain,firme américain,firme américaine | firmes américaines | firme américain,,7,48.486148459484205
1022,personne concerner,personnes concernées,personnes concernées,,7,48.486148459484205
1023,présidentielle américain,présidentielle américaine,présidentielle américaine,,7,62.33933373362255
1024,bon fonctionnement,bon fonctionnement,bon fonctionnement,,7,48.486148459484205
1025,enjeu économique,enjeu économique,enjeu économique | enjeux économiques,,7,48.486148459484205
1026,formidable opportunité,formidable opportunité,formidable opportunité | formidables opportunités,,7,48.486148459484205
1027,formidable outil,formidable outil,formidable outil | formidables outils,,7,48.486148459484205
1028,organisme public,organisme public,organismes publics | organisme public,,7,48.486148459484205
1029,moyen financier,moyens financiers,moyens financiers,,7,48.486148459484205
1030,cerveau biologique,cerveaux biologiques,cerveaux biologiques,,7,62.33933373362255
1031,banque mondial,banque mondiale,Banque mondiale | banque mondiale | banques mondiales,,7,55.41274109655338
1032,meilleur parti,meilleur parti,meilleur parti,,7,48.486148459484205
1033,nouveau connaissance,nouvelles connaissances,nouvelles connaissances,,7,48.486148459484205
1034,résonance magnétique,résonance magnétique,résonance magnétique,,7,48.486148459484205
1035,prochain génération,prochaine génération,prochaine génération | prochaines générations,,7,48.486148459484205
1036,donnée biométrique,données biométrique,données biométriques | données biométrique,,7,77.66136432663065
1037,trafic aérien,trafic aérien,trafic aérien,,7,48.486148459484205
1038,manière dynamique,manière dynamique,manière dynamique | manières dynamiques,,7,48.486148459484205
1039,marie curie,marie curie,Marie Curie,,7,48.486148459484205
1040,faible consommation,faible consommation,faible consommation,,7,48.486148459484205
1041,ancien ingénieur,ancien ingénieur,ancien ingénieur | anciens ingénieurs | Ancien ingénieur,,7,48.486148459484205
1042,affaire juridique,affaire juridique,affaires juridiques | affaire juridique,,7,48.486148459484205
1043,hospitalier universitaire,hospitalier universitaire,hospitalier universitaire,,7,48.486148459484205
1044,jeudi dernier,jeudi dernier,jeudi dernier | Jeudi dernier,,7,49.42086820785587
1045,recherche google,recherche google,recherches Google | recherche Google,,7,55.412741096553376
1046,prestigieux revue,prestigieuse revue,prestigieuse revue,,7,48.486148459484205
1047,secteur bancaire,secteur bancaire,secteur bancaire,,7,55.41274109655338
1048,panneau photovoltaïque,panneaux photovoltaïques,panneaux photovoltaïques,,7,69.26592637069173
1049,recherche français,recherche français,recherche française | recherche français,,7,48.486148459484205
1050,streaming musical,streaming musical,streaming musical,,7,62.33933373362255
1051,efficacité opérationnel,efficacité opérationnelle,efficacité opérationnelle | efficacité opérationnels,,7,48.486148459484205
1052,impulsion électrique,impulsion électrique,impulsions électriques | impulsion électrique,,7,70.60124029693695
1053,acteur public,acteurs publics,Acteurs Publics | acteur public | acteurs publics | Acteurs publics,,7,48.486148459484205
1054,nouveau tâche,nouvelle tâche,nouvelle tâche | nouvelles tâches,,7,55.412741096553376
1055,ingénieur informatique,ingénieur informatique,ingénieurs informatiques | ingénieur informatique,,7,48.486148459484205
1056,tâche rébarbatif,tâche rébarbative,tâche rébarbative | tâches rébarbatives,,7,48.486148459484205
1057,vitesse supérieur,vitesse supérieure,vitesse supérieure,,7,48.486148459484205
1058,énorme quantité,énorme quantité,énormes quantités | énorme quantité,,7,48.486148459484205
1059,manière automatiser,manière automatisée,manière automatisée,,7,55.412741096553376
1060,efficacité énergétique,efficacité énergétique,efficacité énergétique,,7,83.11911164483007
1061,vrai danger,vrai danger,vrai danger | vrais dangers,,7,48.486148459484205
1062,énergie renouvelable,énergie renouvelable,énergies renouvelables | énergie renouvelable,,7,55.412741096553376
1063,nouveau système,nouveaux système,nouveaux systèmes | Nouveaux système,,7,48.486148459484205
1064,mounir mahjoubi,mounir mahjoubi,Mounir Mahjoubi,,7,62.33933373362255
1065,processus manuel,processus manuel,processus manuels | processus manuel,,7,48.486148459484205
1066,moyen âge,moyen âge,Moyen Âge,,7,69.26592637069172
1067,scénario catastrophe,scénarios catastrophes,scénario catastrophe | scénarios catastrophes | Scénarios catastrophes,,7,57.71419767616763
1068,magazine américain,magazine américain,magazine américain,,7,62.33933373362255
1069,utilisateur actif,utilisateurs actif,utilisateurs actifs | utilisateurs actif,,7,55.41274109655338
1070,compétence humain,compétences humaines,Compétences humaines | compétences humaines | compétence humaine,,7,63.54111626724326
1071,coopération international,coopération internationale,coopération internationale,,7,48.486148459484205
1072,dernier cri,dernier cri,dernier cri,,7,48.486148459484205
1073,impact sociétal,impact sociétal,Impact sociétal | impact sociétal | impacts sociétaux,,7,48.486148459484205
1074,artificiel watson,artificielle watson,artificielle Watson,,7,48.486148459484205
1075,jugement humain,jugement humain,jugement humain | jugements humains,,7,48.486148459484205
1076,pilote automatique,pilote automatique,pilote automatique | pilotes automatiques,,7,48.486148459484205
1077,haut risque,haut risque,haut risque | hauts risques,,7,62.339333733622546
1078,impact négatif,impact négatif,impact négatif | impacts négatifs | Impact négatif,,7,63.54111626724326
1079,fois supérieur,fois supérieur,fois supérieure | fois supérieur | fois supérieures,,7,48.486148459484205
1080,propre capacité,propre capacité,propres capacités | propre capacité,,7,48.486148459484205
1081,grand distribution,grande distribution,grande distribution,,7,48.486148459484205
1082,vrai problème,vrai problème,vrai problème | vrais problèmes,,7,48.486148459484205
1083,donnée relatif,données relatives,données relatives,,7,55.412741096553376
1084,conversation téléphonique,conversation téléphonique,conversations téléphoniques | conversation téléphonique,,7,55.412741096553376
1085,microsoft france,microsoft france,Microsoft France,,7,55.412741096553376
1086,xviii siècle,xviiie siècle,XVIIIe siècle | xviiie siècle,,7,48.486148459484205
1087,gros volume,gros volumes,gros volumes,,7,48.486148459484205
1088,principal concurrent,principal concurrent,principal concurrent | principaux concurrents,,7,48.486148459484205
1089,gary kasparov,gary kasparov,Gary Kasparov,,7,48.486148459484205
1090,orientation sexuel,orientation sexuelle,orientation sexuelle | orientations sexuelles,,7,70.60124029693695
1091,détection automatique,détection automatique,détection automatique,,7,48.486148459484205
1092,steve jobs,steve jobs,Steve Jobs,,7,48.486148459484205
1093,titre personnel,titre personnel,titre personnel,,7,48.486148459484205
1094,centre médical,centre médical,centres médicaux | Centre médical | centre médical,,7,48.486148459484205
1095,réseau mondial,réseau mondial,réseau mondial,,7,48.486148459484205
1096,usine digital,usine digitale,Usine digitale | Usine Digitale | usine digitale,,7,48.486148459484205
1097,président américain,président américain,président américain,,6,42.36074417816217
1098,chercheur britannique,chercheur britannique,chercheurs britanniques | chercheur britannique,,6,42.36074417816217
1099,po paris,po paris,Po Paris | po Paris,,6,49.42086820785587
1100,chaîne algorithmique,chaîne algorithmique,chaîne algorithmiques | chaînes algorithmiques | chaîne algorithmique,,6,51.77617386420436
1101,automne dernier,automne dernier,automne dernier,,6,42.36074417816217
1102,algorithme informatique,algorithme informatique,algorithme informatique | algorithmes informatiques,,6,42.36074417816217
1103,secret médical,secret médical,secret médical,,6,49.42086820785587
1104,économie circulaire,économie circulaire,économie circulaire,,6,42.36074417816217
1105,sens critique,sens critique,sens critique,,6,42.36074417816217
1106,cv catcher,cv catcher,CV Catcher,,6,98.84173641571174
1107,data scientist,data scientist,data scientist,,6,49.42086820785587
1108,meilleur pratique,meilleures pratiques,meilleures pratiques,,6,42.36074417816217
1109,grand peur,grand peur,grande peur | grandes peurs | grand peur,,6,43.285648257125715
1110,dernier étape,dernière étape,dernière étape | Dernière étape,,6,42.36074417816217
1111,partenaire industriel,partenaires industriels,partenaires industriels,,6,49.42086820785587
1112,nouveau dimension,nouvelle dimension,nouvelle dimension,,6,42.36074417816217
1113,économie collaboratif,économie collaborative,économie collaborative,,6,42.36074417816217
1114,margrethe vestager,margrethe vestager,Margrethe Vestager,,6,49.42086820785587
1115,poste client,poste client,poste client | poste clients,,6,98.84173641571174
1116,nouveau territoire,nouveaux territoires,nouveaux territoires | Nouveaux territoires,,6,50.49992296664668
1117,valeur éthique,valeurs éthiques,valeurs éthiques,,6,42.36074417816217
1118,dernier version,dernière version,dernière version,,6,42.36074417816217
1119,poids synaptique,poids synaptiques,poids synaptiques | POIDS SYNAPTIQUES | Poids synaptique | poids synaptique,,6,68.57765835866206
1120,champion mondial,champion mondial,champion mondial | championne mondiale,,6,42.36074417816217
1121,amazon go,amazon go,Amazon Go,,6,49.42086820785587
1122,prévision météorologique,prévision météorologique,prévisions météorologiques | prévision météorologique,,6,50.49992296664667
1123,avis favorable,avis favorable,avis favorables | avis favorable,,6,43.285648257125715
1124,nouveau collaborateur,nouveaux collaborateurs,nouveaux collaborateurs,,6,42.36074417816217
1125,digital natif,digital native,digital natives | digital native,,6,42.36074417816217
1126,simple question,simple question,simple question,,6,42.36074417816217
1127,technique actuel,technique actuelle,techniques actuels | techniques actuelles | technique actuelle,,6,42.36074417816217
1128,secteur technologique,secteur technologique,secteur technologique,,6,42.36074417816217
1129,destination santé,destination santé,Destination Santé,,6,42.36074417816217
1130,atout majeur,atout majeur,atout majeur | Atout majeur | atouts majeurs,,6,42.36074417816217
1131,homme politique,homme politique,hommes politiques | homme politique,,6,63.54111626724326
1132,antonio casilli,antonio casilli,Antonio Casilli,,6,63.54111626724326
1133,bande passant,bande passante,bande passante,,6,42.36074417816217
1134,second tour,second tour,second tour,,6,63.54111626724326
1135,dartmouth college,dartmouth college,Dartmouth College,,6,42.36074417816217
1136,banque européen,banque européenne,banques européennes | banque européenne | Banque européenne,,6,64.92847238568858
1137,changement radical,changement radical,changements radicaux | changement radical | Changement radical,,6,42.36074417816217
1138,meilleur gestion,meilleure gestion,meilleure gestion,,6,42.36074417816217
1139,nul part,nulle part,nulle part,,6,42.36074417816217
1140,batterie lithium,batterie lithium,batteries lithium | batterie lithium,,6,43.285648257125715
1141,avantage concurrentiel,avantage concurrentiel,avantage concurrentiel,,6,42.36074417816217
1142,revenu publicitaire,revenus publicitaires,revenus publicitaires,,6,42.36074417816217
1143,ia hybride,ia hybride,IA hybride | IA hybrides,,6,64.92847238568858
1144,nouveau manière,nouvelle manière,nouvelle manière | nouvelles manières,,6,42.36074417816217
1145,nouveau dispositif,nouveaux dispositifs,nouveaux dispositifs,,6,42.36074417816217
1146,logiciel informatique,logiciel informatique,logiciel informatique | logiciels informatiques,,6,42.36074417816217
1147,gigantesque base,gigantesque base,gigantesque base | gigantesques bases,,6,42.36074417816217
1148,assurance vie,assurance vie,assurance vie,,6,63.541116267243254
1149,diplôme universitaire,diplôme universitaire,diplômes universitaires | diplôme universitaire,,6,42.36074417816217
1150,simple photo,simple photo,simples photos | simple photo,,6,42.36074417816217
1151,grand part,grande part,grande part,,6,42.36074417816217
1152,secteur économique,secteur économique,secteurs économiques | secteur économique,,6,42.36074417816217
1153,charte éthique,charte éthique,charte éthique | Charte éthique,,6,63.54111626724326
1154,meilleur service,meilleur service,meilleur service,,6,42.36074417816217
1155,ia français,ia français,IA française | IA français,,6,42.36074417816217
1156,meilleur stratégie,meilleure stratégie,meilleures stratégies | meilleure stratégie | meilleurs stratégies,,6,42.36074417816217
1157,ia faible,ia faible,IA faible | IA faibles | iA faible,,6,91.78161238601804
1158,homo sapien,homo sapiens,Homo sapiens | homo sapiens,,6,56.480992237549565
1159,plateforme technologique,plateforme technologique,plateforme technologique | plateformes technologiques,,6,42.36074417816217
1160,utilisateur final,utilisateur final,utilisateurs finaux | utilisateur final,,6,49.42086820785587
1161,médecine personnaliser,médecine personnalisée,médecine personnalisée,,6,42.36074417816217
1162,potentiel créatif,potentiel créatif,potentiel créatif,,6,42.36074417816217
